sample_id,image,caption,prompt,answer
106,A,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: there's more cereal in the bowl than milk
Answer: No.

Example 2:
Image: <image>
Caption: They have sunglasses over their hair
Answer: Yes.

Example 3:
Image: <image>
Caption: The kid throws the pancake and the adult sees it
Answer: No.

Example 4:
Image: <image>
Caption: a person wearing yellow and a person wearing stripes jumping
Answer: Yes.

Example 5:
Image: <image>
Caption: the person with hair to their shoulders has brown eyes and the other person's are blue
Answer: No.

Example 6:
Image: <image>
Caption: a person cries while another person wearing jewelry above their shoulders consoles
Answer: Yes.

Example 7:
Image: <image>
Caption: the younger person is making noise while the other is silent
Answer: No.

Example 8:
Image: <image>
Caption: an adult kisses a child
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: someone is wearing a black hat and yellow shirt
Answer: ",Yes.
106,A,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: there's more cereal in the bowl than milk
Answer: No.

Example 2:
Image: <image>
Caption: They have sunglasses over their hair
Answer: Yes.

Example 3:
Image: <image>
Caption: The kid throws the pancake and the adult sees it
Answer: No.

Example 4:
Image: <image>
Caption: a person wearing yellow and a person wearing stripes jumping
Answer: Yes.

Example 5:
Image: <image>
Caption: the person with hair to their shoulders has brown eyes and the other person's are blue
Answer: No.

Example 6:
Image: <image>
Caption: a person cries while another person wearing jewelry above their shoulders consoles
Answer: Yes.

Example 7:
Image: <image>
Caption: the younger person is making noise while the other is silent
Answer: No.

Example 8:
Image: <image>
Caption: an adult kisses a child
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: someone is wearing a yellow hat and black shirt
Answer: ",Yes.
106,B,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: there's more cereal in the bowl than milk
Answer: No.

Example 2:
Image: <image>
Caption: They have sunglasses over their hair
Answer: Yes.

Example 3:
Image: <image>
Caption: The kid throws the pancake and the adult sees it
Answer: No.

Example 4:
Image: <image>
Caption: a person wearing yellow and a person wearing stripes jumping
Answer: Yes.

Example 5:
Image: <image>
Caption: the person with hair to their shoulders has brown eyes and the other person's are blue
Answer: No.

Example 6:
Image: <image>
Caption: a person cries while another person wearing jewelry above their shoulders consoles
Answer: Yes.

Example 7:
Image: <image>
Caption: the younger person is making noise while the other is silent
Answer: No.

Example 8:
Image: <image>
Caption: an adult kisses a child
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: someone is wearing a black hat and yellow shirt
Answer: ",Yes.
106,B,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: there's more cereal in the bowl than milk
Answer: No.

Example 2:
Image: <image>
Caption: They have sunglasses over their hair
Answer: Yes.

Example 3:
Image: <image>
Caption: The kid throws the pancake and the adult sees it
Answer: No.

Example 4:
Image: <image>
Caption: a person wearing yellow and a person wearing stripes jumping
Answer: Yes.

Example 5:
Image: <image>
Caption: the person with hair to their shoulders has brown eyes and the other person's are blue
Answer: No.

Example 6:
Image: <image>
Caption: a person cries while another person wearing jewelry above their shoulders consoles
Answer: Yes.

Example 7:
Image: <image>
Caption: the younger person is making noise while the other is silent
Answer: No.

Example 8:
Image: <image>
Caption: an adult kisses a child
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: someone is wearing a yellow hat and black shirt
Answer: ",Yes.
107,A,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: a pink bird with a white beak
Answer: No.

Example 2:
Image: <image>
Caption: an animal giving a person food
Answer: Yes.

Example 3:
Image: <image>
Caption: the white wall will soon be painted blue
Answer: No.

Example 4:
Image: <image>
Caption: circular food on heart-shaped wood
Answer: Yes.

Example 5:
Image: <image>
Caption: the water is filled with plastic
Answer: No.

Example 6:
Image: <image>
Caption: unfortunate poor people
Answer: Yes.

Example 7:
Image: <image>
Caption: the triangular shape is beneath the square one
Answer: No.

Example 8:
Image: <image>
Caption: fish flying
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: black socks and orange shoes
Answer: ",Yes.
107,A,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: a pink bird with a white beak
Answer: No.

Example 2:
Image: <image>
Caption: an animal giving a person food
Answer: Yes.

Example 3:
Image: <image>
Caption: the white wall will soon be painted blue
Answer: No.

Example 4:
Image: <image>
Caption: circular food on heart-shaped wood
Answer: Yes.

Example 5:
Image: <image>
Caption: the water is filled with plastic
Answer: No.

Example 6:
Image: <image>
Caption: unfortunate poor people
Answer: Yes.

Example 7:
Image: <image>
Caption: the triangular shape is beneath the square one
Answer: No.

Example 8:
Image: <image>
Caption: fish flying
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: orange socks and black shoes
Answer: ",Yes.
107,B,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: a pink bird with a white beak
Answer: No.

Example 2:
Image: <image>
Caption: an animal giving a person food
Answer: Yes.

Example 3:
Image: <image>
Caption: the white wall will soon be painted blue
Answer: No.

Example 4:
Image: <image>
Caption: circular food on heart-shaped wood
Answer: Yes.

Example 5:
Image: <image>
Caption: the water is filled with plastic
Answer: No.

Example 6:
Image: <image>
Caption: unfortunate poor people
Answer: Yes.

Example 7:
Image: <image>
Caption: the triangular shape is beneath the square one
Answer: No.

Example 8:
Image: <image>
Caption: fish flying
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: black socks and orange shoes
Answer: ",Yes.
107,B,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: a pink bird with a white beak
Answer: No.

Example 2:
Image: <image>
Caption: an animal giving a person food
Answer: Yes.

Example 3:
Image: <image>
Caption: the white wall will soon be painted blue
Answer: No.

Example 4:
Image: <image>
Caption: circular food on heart-shaped wood
Answer: Yes.

Example 5:
Image: <image>
Caption: the water is filled with plastic
Answer: No.

Example 6:
Image: <image>
Caption: unfortunate poor people
Answer: Yes.

Example 7:
Image: <image>
Caption: the triangular shape is beneath the square one
Answer: No.

Example 8:
Image: <image>
Caption: fish flying
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: orange socks and black shoes
Answer: ",Yes.
108,A,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: they are using no bait but still got fish
Answer: No.

Example 2:
Image: <image>
Caption: an inflatable flamingo on a person
Answer: Yes.

Example 3:
Image: <image>
Caption: person overboard
Answer: No.

Example 4:
Image: <image>
Caption: a more lightly-colored dog is holding a toy next to a black dog
Answer: Yes.

Example 5:
Image: <image>
Caption: there are less gloves than masks
Answer: No.

Example 6:
Image: <image>
Caption: water for plants
Answer: Yes.

Example 7:
Image: <image>
Caption: people fall on the leaves
Answer: No.

Example 8:
Image: <image>
Caption: a person sits and a dog stands
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: red building with white shutters
Answer: ",Yes.
108,A,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: they are using no bait but still got fish
Answer: No.

Example 2:
Image: <image>
Caption: an inflatable flamingo on a person
Answer: Yes.

Example 3:
Image: <image>
Caption: person overboard
Answer: No.

Example 4:
Image: <image>
Caption: a more lightly-colored dog is holding a toy next to a black dog
Answer: Yes.

Example 5:
Image: <image>
Caption: there are less gloves than masks
Answer: No.

Example 6:
Image: <image>
Caption: water for plants
Answer: Yes.

Example 7:
Image: <image>
Caption: people fall on the leaves
Answer: No.

Example 8:
Image: <image>
Caption: a person sits and a dog stands
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: white building with red shutters
Answer: ",No.
108,B,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: they are using no bait but still got fish
Answer: No.

Example 2:
Image: <image>
Caption: an inflatable flamingo on a person
Answer: Yes.

Example 3:
Image: <image>
Caption: person overboard
Answer: No.

Example 4:
Image: <image>
Caption: a more lightly-colored dog is holding a toy next to a black dog
Answer: Yes.

Example 5:
Image: <image>
Caption: there are less gloves than masks
Answer: No.

Example 6:
Image: <image>
Caption: water for plants
Answer: Yes.

Example 7:
Image: <image>
Caption: people fall on the leaves
Answer: No.

Example 8:
Image: <image>
Caption: a person sits and a dog stands
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: red building with white shutters
Answer: ",No.
108,B,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: they are using no bait but still got fish
Answer: No.

Example 2:
Image: <image>
Caption: an inflatable flamingo on a person
Answer: Yes.

Example 3:
Image: <image>
Caption: person overboard
Answer: No.

Example 4:
Image: <image>
Caption: a more lightly-colored dog is holding a toy next to a black dog
Answer: Yes.

Example 5:
Image: <image>
Caption: there are less gloves than masks
Answer: No.

Example 6:
Image: <image>
Caption: water for plants
Answer: Yes.

Example 7:
Image: <image>
Caption: people fall on the leaves
Answer: No.

Example 8:
Image: <image>
Caption: a person sits and a dog stands
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: white building with red shutters
Answer: ",Yes.
109,A,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the red team kicking the ball directly next to the blue team
Answer: No.

Example 2:
Image: <image>
Caption: the orange lollipop is sad and the red lollipop is surprised
Answer: Yes.

Example 3:
Image: <image>
Caption: seat numbers increasing from left to right
Answer: No.

Example 4:
Image: <image>
Caption: a person with long hair behind a person with a beard
Answer: Yes.

Example 5:
Image: <image>
Caption: there is a pink couch with green pillows
Answer: No.

Example 6:
Image: <image>
Caption: walking out on a rock
Answer: Yes.

Example 7:
Image: <image>
Caption: the people with shoes are touching each other
Answer: No.

Example 8:
Image: <image>
Caption: a dog sitting on a couch with a person lying on the floor
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: blue pants and green top
Answer: ",Yes.
109,A,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the red team kicking the ball directly next to the blue team
Answer: No.

Example 2:
Image: <image>
Caption: the orange lollipop is sad and the red lollipop is surprised
Answer: Yes.

Example 3:
Image: <image>
Caption: seat numbers increasing from left to right
Answer: No.

Example 4:
Image: <image>
Caption: a person with long hair behind a person with a beard
Answer: Yes.

Example 5:
Image: <image>
Caption: there is a pink couch with green pillows
Answer: No.

Example 6:
Image: <image>
Caption: walking out on a rock
Answer: Yes.

Example 7:
Image: <image>
Caption: the people with shoes are touching each other
Answer: No.

Example 8:
Image: <image>
Caption: a dog sitting on a couch with a person lying on the floor
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: green pants and blue top
Answer: ",Yes.
